date,mkt_cap
12/11/23,23441.3566
12/11/26,23284.0651
12/11/27,23102.1967
12/11/28,23254.5729
12/11/29,23126.7735
12/11/30,23146.4349
12/12/3,22453.369
12/12/4,22163.3627
12/12/5,21607.927
12/12/6,21770.1339
12/12/7,21834.0336
12/12/10,22173.1935
12/12/11,22232.1778
12/12/12,22364.8926
12/12/13,21711.1495
12/12/14,21770.1339
12/12/17,21952.0022
12/12/18,21804.4927
12/12/19,21504.7044
12/12/20,21676.742
12/12/21,21912.6793
12/12/24,21740.6417
12/12/26,22158.4474
12/12/27,22350.1465
12/12/28,22133.8706
12/12/31,22835.6161
13/1/2,23061.8087
13/1/3,22432.4033
13/1/4,22589.7546
13/1/7,22132.4522
13/1/8,22402.8999
13/1/9,22078.3627
13/1/10,22594.6718
13/1/11,22501.2445
13/1/14,22275.0519
13/1/15,22220.9624
13/1/16,22004.6042
13/1/17,21852.1701
13/1/18,22073.4455
13/1/22,22412.7343
13/1/23,22009.5215
13/1/24,21640.7292
13/1/25,21321.1093
13/1/28,21055.5789
13/1/29,21335.861
13/1/30,21203.0958
13/1/31,21124.4201
13/2/1,21493.2123
13/2/4,21684.9843
13/2/5,21798.0806
13/2/6,22147.2039
13/2/7,22250.4658
13/2/8,22093.1144
13/2/11,21876.7563
13/2/12,22265.2174
13/2/13,22053.7766
13/2/14,21911.3651
13/2/15,21281.813
13/2/19,21099.833
13/2/20,19948.9331
13/2/21,19944.0147
13/2/22,20076.8108
13/2/25,20146.0081
13/2/26,20382.0941
13/2/27,19978.7805
13/2/28,19816.4713
13/3/1,19486.9346
13/3/4,19181.9901
13/3/5,18985.2517
13/3/6,19678.7545
13/3/7,19639.4068
13/3/8,19304.9516
13/3/11,19127.8871
13/3/12,19506.6084
13/3/13,19177.0716
13/3/14,19472.1792
13/3/15,19516.4453
13/3/18,19688.5914
13/3/19,19855.819
13/3/20,19860.7374
13/3/21,20387.0126
13/3/22,20465.7079
13/3/25,20209.948
13/3/26,20205.0296
13/3/27,20529.6479
13/3/28,20603.4248
13/4/1,20357.5018
13/4/2,19590.2222
13/4/3,18921.3118
13/4/4,19241.0116
13/4/5,19363.9731
13/4/8,19186.9086
13/4/9,19688.5914
13/4/10,19177.0716
13/4/11,19009.844
13/4/12,17888.4354
13/4/15,16683.4129
13/4/16,16614.5545
13/4/17,15916.1333
13/4/18,16117.7901
13/4/19,16221.0778
13/4/22,16443.4646
13/4/23,15965.9149
13/4/24,16901.3216
13/4/25,16901.3216
13/4/26,16477.927
13/4/29,16724.0866
13/4/30,15951.1453
13/5/1,16044.686
13/5/2,16079.1483
13/5/3,16246.5369
13/5/6,16280.9993
13/5/7,15975.7613
13/5/8,16694.5475
13/5/9,16325.308
13/5/10,16305.6152
13/5/13,16059.4556
13/5/14,16005.3004
13/5/15,15542.5203
13/5/16,15473.5956
13/5/17,15079.7402
13/5/20,15892.067
13/5/21,15724.6784
13/5/22,15734.5248
13/5/23,15862.5278
13/5/24,15739.448
13/5/28,15778.8336
13/5/29,16295.7688
13/5/30,16906.2448
13/5/31,16876.7056
13/6/3,17172.0972
13/6/4,16960.3999
13/6/5,17034.2478
13/6/6,17206.5595
13/6/7,16793.0113
13/6/10,16689.6243
13/6/11,16152.9962
13/6/12,16409.0023
13/6/13,16571.4676
13/6/14,16340.0776
13/6/17,16463.1574
13/6/18,16044.686
13/6/19,15704.9857
13/6/20,14646.4992
13/6/21,14794.195
13/6/24,14287.1061
13/6/25,14242.7973
13/6/26,13400.9313
13/6/27,13642.1678
13/6/28,14744.963
13/7/1,14858.1965
13/7/2,14360.954
13/7/3,14287.1061
13/7/5,13676.6302
13/7/8,13302.4675
13/7/9,13327.0835
13/7/10,13100.6166
13/7/11,13844.0187
13/7/12,13504.3184
13/7/15,13573.2431
13/7/16,14006.4841
13/7/17,13799.71
13/7/18,13828.6106
13/7/19,14139.089
13/7/22,14957.175
13/7/23,15346.5051
13/7/24,14592.4861
13/7/25,14750.1894
13/7/26,14971.9597
13/7/29,14838.8975
13/7/30,14858.6104
13/7/31,14784.687
13/8/1,14582.6296
13/8/2,14188.3713
13/8/5,14035.5962
13/8/6,13123.8738
13/8/7,13049.9504
13/8/8,14183.4431
13/8/9,14543.2038
13/8/12,15228.2276
13/8/13,14824.1128
13/8/14,15740.7634
13/8/15,16371.5767
13/8/16,15957.6055
13/8/19,15809.7586
13/8/20,16169.5193
13/8/21,15691.4811
13/8/22,15854.1127
13/8/23,16263.1557
13/8/26,16406.0743
13/8/27,15824.5433
13/8/28,15445.0697
13/8/29,15686.5529
13/8/30,15656.9835
13/9/3,15509.1367
13/9/4,15583.0601
13/9/5,14932.5339
13/9/6,14996.6008
13/9/9,14971.9597
13/9/10,14390.4287
13/9/11,14518.5626
13/9/12,13912.3905
13/9/13,13897.6058
13/9/16,13863.1082
13/9/17,14055.3091
13/9/18,15213.4429
13/9/19,14676.266
13/9/20,13833.5388
13/9/23,13739.9025
13/9/24,13799.0412
13/9/25,13951.8163
13/9/26,13882.8211
13/9/27,13789.1847
13/9/30,13848.3235
13/10/1,13409.7111
13/10/2,13567.4144
13/10/3,13286.5054
13/10/4,13207.6537
13/10/7,13389.9982
13/10/8,12985.8834
13/10/9,13059.8068
13/10/10,12961.2423
13/10/11,12626.1227
13/10/14,12685.2614
13/10/15,12862.6777
13/10/16,12754.2567
13/10/17,13335.7877
13/10/18,13266.7925
13/10/21,13552.6298
13/10/22,14025.7397
13/10/23,13449.1369
13/10/24,13633.0841
13/10/25,13721.8348
13/10/28,13845.0995
13/10/29,13633.0841
13/10/30,13825.3772
13/10/31,13440.7911
13/11/1,12809.6754
13/11/4,13475.3052
13/11/5,13485.1664
13/11/6,13766.2101
13/11/7,13485.1664
13/11/8,13593.6394
13/11/11,13598.57
13/11/12,13302.7345
13/11/13,13460.5134
13/11/14,13840.1689
13/11/15,13702.1124
13/11/18,13332.3181
13/11/19,13485.1664
13/11/20,13011.8296
13/11/21,12750.5083
13/11/22,12691.3412
13/11/25,12587.7988
13/11/26,12188.421
13/11/27,12139.115
13/11/29,12242.6575
13/12/2,11749.5984
13/12/3,11527.7218
13/12/4,11774.2513
13/12/5,11438.9711
13/12/6,11350.2205
13/12/9,11636.1948
13/12/10,11922.169
13/12/11,11572.0971
13/12/12,11478.4158
13/12/13,11478.4158
13/12/16,11419.2488
13/12/17,11394.5958
13/12/18,11409.3876
13/12/19,11222.0251
13/12/20,11162.858
13/12/23,11088.8992
13/12/24,11414.3182
13/12/26,11503.0688
13/12/27,11631.2642
13/12/30,11305.8452
13/12/31,11346.3743
14/1/2,11804.5649
14/1/3,11784.8578
14/1/6,11863.6862
14/1/7,11799.6381
14/1/8,11528.6652
14/1/9,11430.1296
14/1/10,11725.7364
14/1/13,11765.1506
14/1/14,11533.592
14/1/15,11617.3472
14/1/16,11799.6381
14/1/17,12095.2449
14/1/21,12228.268
14/1/22,12016.4164
14/1/23,12400.7053
14/1/24,12257.8286
14/1/27,11912.954
14/1/28,12149.4395
14/1/29,12252.9019
14/1/30,11873.5398
14/1/31,10641.8448
14/2/3,10356.0916
14/2/4,10434.92
14/2/5,10282.1899
14/2/6,10351.1648
14/2/7,10602.4306
14/2/10,10937.4516
14/2/11,11282.3262
14/2/12,11102.9472
14/2/13,11606.0572
14/2/14,11754.0307
14/2/18,11941.4639
14/2/19,11724.436
14/2/20,12064.7751
14/2/21,11532.0704
14/2/24,11675.1115
14/2/25,11825.7282
14/2/26,11731.1224
14/2/27,11746.0602
14/2/28,11581.7448
14/3/3,11765.9772
14/3/4,12019.9192
14/3/5,12239.0063
14/3/6,12413.2802
14/3/7,12248.9648
14/3/10,12104.5665
14/3/11,12124.4835
14/3/12,12453.1143
14/3/13,12687.1392
14/3/14,13035.687
14/3/17,12831.5376
14/3/18,12582.5749
14/3/19,12199.1723
14/3/20,12239.0063
14/3/21,12224.0686
14/3/24,11895.4378
14/3/25,11910.3756
14/3/26,11487.139
14/3/27,11422.4087
14/3/28,11910.3756
14/3/31,11671.3714
14/4/1,11676.3506
14/4/2,12069.7117
14/4/3,12000.0021
14/4/4,12004.9814
14/4/7,12169.2968
14/4/8,12423.2387
14/4/9,12443.1557
14/4/10,12343.5707
14/4/11,12064.7324
14/4/14,12154.359
14/4/15,11870.5415
14/4/16,11840.0685
14/4/17,11735.3774
14/4/21,12488.1565
14/4/22,12483.1712
14/4/23,12921.8769
14/4/24,12707.5093
14/4/25,13186.0973
14/4/28,12298.7154
14/4/29,12473.2006
14/4/30,12378.48
14/5/1,12228.9213
14/5/2,12323.6418
14/5/5,12388.4506
14/5/6,12263.8183
14/5/7,11969.6861
14/5/8,11964.7008
14/5/9,11974.6714
14/5/12,12218.9507
14/5/13,12303.7007
14/5/14,12278.7742
14/5/15,12109.2743
14/5/16,11959.7155
14/5/19,11635.6715
14/5/20,11775.2597
14/5/21,11760.3038
14/5/22,11645.6421
14/5/23,11665.5833
14/5/27,11306.6423
14/5/28,11206.9364
14/5/29,11346.5246
14/5/30,11411.3334
14/6/2,11256.7893
14/6/3,11376.4363
14/6/4,11411.3334
14/6/5,11476.1422
14/6/6,11521.0098
14/6/9,11301.657
14/6/10,11356.4952
14/6/11,11511.0392
14/6/12,11615.7304
14/6/13,11665.5833
14/6/16,11545.9363
14/6/17,11620.7157
14/6/18,11835.0832
14/6/19,12233.9066
14/6/20,12393.4359
14/6/23,12557.9505
14/6/24,12308.6859
14/6/25,12403.4065
14/6/26,12498.127
14/6/27,12557.9505
14/6/30,12682.5828
